code,fabricante_oficial,certificacion_calidad
770002304448,Industrias BioFood,HACCP
770002304449,Bebidas del Valle,ISO-9001
770002304450,NutriAlimentos Corp,ISO-14001
770002304451,NutriAlimentos Corp,ISO-14001
770002304452,AgroProcesados,ISO-9001
770002304453,Industrias BioFood,HACCP
770002304454,NutriAlimentos Corp,ISO-22000
770002304455,Bebidas del Valle,Sin Certificación
770002304456,NutriAlimentos Corp,ISO-22000
770002304457,Global Foods,ISO-22000
770002304458,NutriAlimentos Corp,Sin Certificación
770002304459,Global Foods,ISO-9001
770002304460,Bebidas del Valle,Sin Certificación
770002304461,AgroProcesados,ISO-14001
770002404462,AgroProcesados,ISO-9001
770002404463,AgroProcesados,Sin Certificación
770002404464,Global Foods,ISO-14001
770002404465,NutriAlimentos Corp,Sin Certificación
770002404466,Global Foods,Sin Certificación
770002404467,Bebidas del Valle,HACCP
770002404468,Bebidas del Valle,Sin Certificación
770002404469,AgroProcesados,ISO-9001
770002404470,NutriAlimentos Corp,Sin Certificación
770002404471,Global Foods,HACCP
770002404472,Bebidas del Valle,ISO-14001
770002404473,NutriAlimentos Corp,ISO-9001
770002404474,NutriAlimentos Corp,HACCP
770002404475,NutriAlimentos Corp,ISO-22000
770002404476,Global Foods,HACCP
770002404477,Bebidas del Valle,Sin Certificación
770002404478,Bebidas del Valle,HACCP
770002404479,Bebidas del Valle,ISO-14001
770002404480,AgroProcesados,HACCP
770002404481,Bebidas del Valle,ISO-22000
770002404482,NutriAlimentos Corp,ISO-14001
770002404483,AgroProcesados,ISO-22000
770002404484,NutriAlimentos Corp,Sin Certificación
770002404485,Industrias BioFood,ISO-9001
770002404486,Industrias BioFood,ISO-9001
770002404487,Industrias BioFood,Sin Certificación
770002404488,AgroProcesados,ISO-22000
770002404489,Global Foods,Sin Certificación
770002404490,AgroProcesados,ISO-22000
770002404491,Industrias BioFood,ISO-9001
770002404492,Industrias BioFood,ISO-9001
770002404493,AgroProcesados,ISO-22000
770002404494,Bebidas del Valle,ISO-22000
770002404495,Industrias BioFood,ISO-14001
770002404496,AgroProcesados,ISO-9001
770002404497,Industrias BioFood,HACCP
770002404498,NutriAlimentos Corp,Sin Certificación
770002404499,NutriAlimentos Corp,Sin Certificación
770002404500,Industrias BioFood,ISO-22000
770002404501,Industrias BioFood,ISO-9001
770002404502,Bebidas del Valle,ISO-14001
770002404503,Industrias BioFood,HACCP
770002404504,NutriAlimentos Corp,ISO-22000
770002404505,Bebidas del Valle,ISO-22000
770002404506,NutriAlimentos Corp,ISO-9001
770002404507,NutriAlimentos Corp,ISO-9001
770002404508,Industrias BioFood,HACCP
770002404509,Industrias BioFood,ISO-22000
770002404510,Bebidas del Valle,ISO-9001
770002404511,NutriAlimentos Corp,ISO-9001
770002404512,Industrias BioFood,ISO-14001
770002404513,AgroProcesados,ISO-14001
770002404514,Bebidas del Valle,HACCP
770002404515,AgroProcesados,Sin Certificación
770002404516,Industrias BioFood,ISO-9001
770002404517,Bebidas del Valle,ISO-22000
770002404518,Bebidas del Valle,ISO-9001
770002404519,Bebidas del Valle,ISO-14001
770002404520,Industrias BioFood,ISO-9001
770002404521,Bebidas del Valle,HACCP
770002404522,Industrias BioFood,ISO-9001
770002404523,Global Foods,ISO-14001
770002404524,Industrias BioFood,HACCP
770002404525,Bebidas del Valle,ISO-14001
770002404526,AgroProcesados,ISO-22000
770002404527,Industrias BioFood,HACCP
770002404528,NutriAlimentos Corp,HACCP
770002404529,Industrias BioFood,ISO-9001
770002404530,Global Foods,HACCP
770002404531,AgroProcesados,Sin Certificación
770002404532,AgroProcesados,HACCP
770002404533,Industrias BioFood,HACCP
770002404534,Bebidas del Valle,HACCP
770002404535,AgroProcesados,HACCP
770002404536,Industrias BioFood,HACCP
770002404537,Global Foods,HACCP
770002404538,Bebidas del Valle,ISO-9001
770002404539,Bebidas del Valle,HACCP
770002404540,AgroProcesados,Sin Certificación
770002404541,Bebidas del Valle,HACCP
770002404542,Bebidas del Valle,ISO-9001
770002404543,Industrias BioFood,ISO-14001
770002404544,NutriAlimentos Corp,ISO-22000
770002404545,Bebidas del Valle,ISO-22000
770002404546,Industrias BioFood,ISO-14001
770002404547,Global Foods,ISO-9001
770002404548,NutriAlimentos Corp,ISO-9001
770002404549,Global Foods,ISO-22000
770002404550,AgroProcesados,ISO-14001
770002404551,Global Foods,ISO-22000
770002404552,Global Foods,ISO-14001
770002404553,NutriAlimentos Corp,HACCP
770002404554,Global Foods,ISO-14001
770002404555,Global Foods,Sin Certificación
770002404556,Industrias BioFood,ISO-22000
770002404557,AgroProcesados,ISO-22000
770002404558,NutriAlimentos Corp,ISO-9001
770002404559,Industrias BioFood,ISO-9001
770002404560,NutriAlimentos Corp,HACCP
770002404561,NutriAlimentos Corp,ISO-22000
770002404562,Global Foods,ISO-9001
770002404563,Industrias BioFood,ISO-9001
770002404564,AgroProcesados,ISO-14001
770002404565,Bebidas del Valle,Sin Certificación
770002404566,NutriAlimentos Corp,HACCP
770002404567,Industrias BioFood,ISO-14001
770002404568,Industrias BioFood,Sin Certificación
770002404569,NutriAlimentos Corp,ISO-22000
770002404570,Industrias BioFood,ISO-14001
770002404571,Industrias BioFood,ISO-22000
770002404572,Industrias BioFood,HACCP
770002404573,NutriAlimentos Corp,HACCP
770002404574,NutriAlimentos Corp,ISO-14001
770002404575,Industrias BioFood,HACCP
770002404576,AgroProcesados,ISO-14001
770002404577,NutriAlimentos Corp,HACCP
770002404578,AgroProcesados,HACCP
770002404579,Global Foods,ISO-14001
770002404580,Industrias BioFood,Sin Certificación
770002404581,Bebidas del Valle,Sin Certificación
770002404582,Global Foods,ISO-22000
770002404583,NutriAlimentos Corp,HACCP
770002404584,Bebidas del Valle,ISO-22000
770002404585,Industrias BioFood,ISO-9001
770002404586,NutriAlimentos Corp,ISO-14001
770002404587,Industrias BioFood,ISO-14001
770002404588,Industrias BioFood,ISO-9001
770002404589,Global Foods,ISO-14001
770002404590,NutriAlimentos Corp,ISO-9001
770002404591,NutriAlimentos Corp,ISO-14001
770002404592,Industrias BioFood,ISO-22000
770002404593,Industrias BioFood,HACCP
770002404594,AgroProcesados,ISO-14001
770002404595,Global Foods,HACCP
770002404596,NutriAlimentos Corp,ISO-22000
770002404597,Bebidas del Valle,ISO-14001
770002404598,Bebidas del Valle,ISO-9001
770002404599,AgroProcesados,HACCP
770002404600,Industrias BioFood,ISO-14001
770002404601,Global Foods,ISO-9001
770002404602,Global Foods,HACCP
770002404603,Industrias BioFood,ISO-22000
770002404604,Global Foods,ISO-22000
770002404605,Industrias BioFood,ISO-22000
770002404606,Industrias BioFood,ISO-22000
770002404607,NutriAlimentos Corp,Sin Certificación
770002404608,Global Foods,ISO-14001
770002404609,Global Foods,ISO-22000
770002404610,AgroProcesados,ISO-14001
770002404611,NutriAlimentos Corp,ISO-14001
770002404612,Bebidas del Valle,HACCP
770002404613,Industrias BioFood,ISO-22000
770002404614,Bebidas del Valle,HACCP
770002404615,Bebidas del Valle,ISO-14001
770002404616,Bebidas del Valle,ISO-9001
770002404617,AgroProcesados,ISO-14001
770002404618,NutriAlimentos Corp,ISO-9001
770002404619,Bebidas del Valle,Sin Certificación
770002404620,Global Foods,ISO-22000
770002404621,Global Foods,ISO-9001
770002404622,AgroProcesados,Sin Certificación
770002404623,AgroProcesados,ISO-14001
770002404624,NutriAlimentos Corp,ISO-14001
770002404625,Bebidas del Valle,ISO-22000
770002404626,AgroProcesados,ISO-14001
770002404627,Industrias BioFood,ISO-9001
770002404628,Bebidas del Valle,ISO-9001
770002404629,NutriAlimentos Corp,ISO-14001
770002404630,Global Foods,Sin Certificación
770002404631,Industrias BioFood,HACCP
770002404632,NutriAlimentos Corp,HACCP
770002404633,Bebidas del Valle,Sin Certificación
770002404634,AgroProcesados,HACCP
770002404635,Global Foods,ISO-22000
770002404636,Global Foods,Sin Certificación
770002404637,Industrias BioFood,HACCP
770002404638,Industrias BioFood,ISO-9001
770002404639,Industrias BioFood,HACCP
770002404640,NutriAlimentos Corp,ISO-9001
770002404641,NutriAlimentos Corp,ISO-14001
770002404642,AgroProcesados,ISO-22000
770002404643,Bebidas del Valle,Sin Certificación
770002404644,NutriAlimentos Corp,ISO-22000
770002404645,Global Foods,HACCP
770002404646,Global Foods,ISO-9001
770002404647,Global Foods,Sin Certificación
770002404648,NutriAlimentos Corp,ISO-22000
770002404649,Global Foods,HACCP
770002404650,NutriAlimentos Corp,HACCP
770002404651,NutriAlimentos Corp,ISO-22000
770002404652,Global Foods,HACCP
770002404653,Industrias BioFood,ISO-14001
770002404654,Industrias BioFood,Sin Certificación
770002404655,AgroProcesados,ISO-9001
770002504656,AgroProcesados,ISO-9001
770002504657,Bebidas del Valle,ISO-14001
770002504658,NutriAlimentos Corp,ISO-22000
770002504659,AgroProcesados,ISO-9001
770002504660,Industrias BioFood,HACCP
770002504661,NutriAlimentos Corp,ISO-14001
770002504662,Global Foods,ISO-14001
770002504663,Global Foods,HACCP
770002504664,Bebidas del Valle,Sin Certificación
770002504665,Industrias BioFood,ISO-14001
770002504666,Global Foods,Sin Certificación
770002504667,Global Foods,HACCP
770002504668,AgroProcesados,ISO-9001
770002504669,Bebidas del Valle,ISO-22000
770002504670,Bebidas del Valle,ISO-9001
770002504671,Global Foods,Sin Certificación
770002504672,Global Foods,ISO-9001
770002504673,AgroProcesados,Sin Certificación
770002504674,NutriAlimentos Corp,ISO-9001
770002504675,Industrias BioFood,HACCP
770002504676,NutriAlimentos Corp,ISO-22000
770002504677,NutriAlimentos Corp,ISO-22000
770002504678,Bebidas del Valle,ISO-9001
770002504679,Bebidas del Valle,Sin Certificación
770002504680,AgroProcesados,Sin Certificación
770002504681,Industrias BioFood,HACCP
770002504682,Bebidas del Valle,HACCP
770002504683,Industrias BioFood,ISO-14001
770002504684,Bebidas del Valle,HACCP
770002504685,Industrias BioFood,ISO-22000
770002504686,NutriAlimentos Corp,ISO-9001
770002504687,AgroProcesados,ISO-22000
770002504688,AgroProcesados,ISO-22000
770002504689,Bebidas del Valle,ISO-9001
770002504690,NutriAlimentos Corp,Sin Certificación
770002504691,AgroProcesados,HACCP
770002504692,Bebidas del Valle,HACCP
770002504693,AgroProcesados,ISO-9001
770002504694,Industrias BioFood,ISO-9001
770002504695,NutriAlimentos Corp,ISO-9001
770002504696,Bebidas del Valle,HACCP
770002504697,Industrias BioFood,HACCP
770002504698,Industrias BioFood,Sin Certificación
770002504699,NutriAlimentos Corp,HACCP
770002504700,Industrias BioFood,ISO-22000
770002504701,NutriAlimentos Corp,ISO-22000
770002504702,Bebidas del Valle,ISO-14001
770002504703,NutriAlimentos Corp,HACCP
770002504704,Industrias BioFood,ISO-14001
770002504705,NutriAlimentos Corp,Sin Certificación
770002504706,NutriAlimentos Corp,Sin Certificación
770002504707,NutriAlimentos Corp,ISO-22000
770002504708,AgroProcesados,ISO-14001
770002504709,Global Foods,HACCP
770002504710,Global Foods,HACCP
770002504711,Industrias BioFood,ISO-9001
770002504712,NutriAlimentos Corp,HACCP
770002504713,AgroProcesados,Sin Certificación
770002504714,NutriAlimentos Corp,ISO-22000
770002504715,AgroProcesados,ISO-14001
770002504716,Industrias BioFood,ISO-9001
770002504717,Global Foods,ISO-9001
770002504718,Bebidas del Valle,ISO-14001
770002504719,Industrias BioFood,HACCP
770002504720,AgroProcesados,Sin Certificación
770002504721,Industrias BioFood,ISO-9001
770002504722,Global Foods,ISO-22000
770002504723,Bebidas del Valle,ISO-9001
770002504724,Bebidas del Valle,ISO-9001
770002504725,Bebidas del Valle,Sin Certificación
770002504726,AgroProcesados,ISO-22000
770002504727,NutriAlimentos Corp,ISO-22000
770002504728,Industrias BioFood,HACCP
770002504729,Industrias BioFood,ISO-22000
770002504730,NutriAlimentos Corp,ISO-22000
770002504731,Industrias BioFood,Sin Certificación
770002504732,Global Foods,Sin Certificación
770002504733,NutriAlimentos Corp,ISO-22000
770002504734,Bebidas del Valle,ISO-14001
770002504735,Industrias BioFood,ISO-14001
770002504736,AgroProcesados,Sin Certificación
770002504737,AgroProcesados,HACCP
770002504738,Bebidas del Valle,ISO-22000
770002504739,Industrias BioFood,ISO-22000
770002504740,Industrias BioFood,ISO-22000
770002504741,Global Foods,HACCP
770002504742,Global Foods,ISO-9001
770002504743,Bebidas del Valle,ISO-9001
770002504744,NutriAlimentos Corp,Sin Certificación
770002504745,Global Foods,ISO-9001
770002504746,Industrias BioFood,ISO-22000
770002504747,Global Foods,ISO-22000
770002504748,Industrias BioFood,Sin Certificación
770002504749,AgroProcesados,Sin Certificación
770002504750,Bebidas del Valle,Sin Certificación
770002504751,Global Foods,ISO-9001
770002504752,NutriAlimentos Corp,Sin Certificación
770002504753,Bebidas del Valle,Sin Certificación
770002504754,Bebidas del Valle,ISO-22000
770002504755,NutriAlimentos Corp,HACCP
770002504756,NutriAlimentos Corp,HACCP
770002504757,NutriAlimentos Corp,ISO-22000
770002504758,Bebidas del Valle,ISO-9001
770002504759,Global Foods,ISO-14001
770002504760,Bebidas del Valle,Sin Certificación
770002504761,Industrias BioFood,ISO-14001
770002504762,Global Foods,ISO-9001
770002504763,NutriAlimentos Corp,ISO-14001
770002504764,Bebidas del Valle,Sin Certificación
770002504765,NutriAlimentos Corp,ISO-9001
770002504766,Global Foods,Sin Certificación
770002504767,NutriAlimentos Corp,ISO-14001
770002504768,NutriAlimentos Corp,ISO-22000
770002504769,Industrias BioFood,ISO-9001
770002504770,Industrias BioFood,Sin Certificación
770002504771,Bebidas del Valle,HACCP
770002504772,Industrias BioFood,ISO-22000
770002504773,Bebidas del Valle,ISO-22000
770002504774,Bebidas del Valle,ISO-22000
770002504775,Industrias BioFood,ISO-9001
770002504776,Industrias BioFood,Sin Certificación
770002504777,Global Foods,Sin Certificación
770002504778,NutriAlimentos Corp,Sin Certificación
770002504779,Industrias BioFood,ISO-14001
770002504780,Global Foods,Sin Certificación
770002504781,AgroProcesados,ISO-14001
770002504782,Bebidas del Valle,ISO-9001
770002504783,Bebidas del Valle,HACCP
770002504784,Industrias BioFood,HACCP
770002504785,NutriAlimentos Corp,ISO-14001
770002504786,AgroProcesados,ISO-14001
770002504787,Global Foods,Sin Certificación
770002504788,AgroProcesados,ISO-9001
770002504789,Industrias BioFood,ISO-9001
770002504790,Bebidas del Valle,ISO-14001
770002504791,Bebidas del Valle,ISO-9001
770002504792,NutriAlimentos Corp,ISO-9001
770002504793,AgroProcesados,ISO-22000
770002504794,Global Foods,ISO-14001
770002504795,Bebidas del Valle,ISO-9001
770002504796,NutriAlimentos Corp,ISO-14001
770002504797,Bebidas del Valle,HACCP
770002504798,NutriAlimentos Corp,ISO-22000
770002504799,NutriAlimentos Corp,HACCP
770002504800,Bebidas del Valle,ISO-22000
770002504801,AgroProcesados,ISO-22000
770002504802,AgroProcesados,ISO-14001
770002504803,Bebidas del Valle,ISO-22000
770002504804,Bebidas del Valle,ISO-14001
770002504805,NutriAlimentos Corp,HACCP
770002504806,Industrias BioFood,ISO-9001
770002504807,Industrias BioFood,ISO-14001
770002504808,NutriAlimentos Corp,ISO-22000
770002504809,AgroProcesados,Sin Certificación
770002504810,AgroProcesados,HACCP
770002504811,Industrias BioFood,HACCP
770002504812,Bebidas del Valle,ISO-14001
770002504813,NutriAlimentos Corp,Sin Certificación
770002504814,Industrias BioFood,HACCP
770002504815,NutriAlimentos Corp,ISO-9001
770002504816,NutriAlimentos Corp,Sin Certificación
770002504817,NutriAlimentos Corp,HACCP
770002504818,Bebidas del Valle,ISO-14001
770002504819,Global Foods,ISO-9001
770002504820,Bebidas del Valle,ISO-22000
770002504821,NutriAlimentos Corp,ISO-14001
770002504822,Bebidas del Valle,ISO-9001
770002504823,AgroProcesados,HACCP
770002504824,Industrias BioFood,HACCP
770002504825,Bebidas del Valle,ISO-14001
770002504826,NutriAlimentos Corp,ISO-9001
770002504827,Bebidas del Valle,ISO-9001
770002504828,Global Foods,HACCP
770002504829,Global Foods,Sin Certificación
770002504830,AgroProcesados,ISO-9001
770002504831,Bebidas del Valle,HACCP
770002504832,Global Foods,ISO-14001
770002504833,Bebidas del Valle,ISO-14001
770002504834,AgroProcesados,HACCP
770002504835,AgroProcesados,HACCP
770002504836,Global Foods,ISO-9001
770002504837,Bebidas del Valle,Sin Certificación
770002504838,NutriAlimentos Corp,ISO-9001
770002504839,Bebidas del Valle,ISO-22000
770002504840,AgroProcesados,HACCP
770002504841,Industrias BioFood,Sin Certificación
770002504842,Bebidas del Valle,HACCP
770002504843,AgroProcesados,ISO-22000
770002504844,NutriAlimentos Corp,HACCP
770002504845,Global Foods,Sin Certificación
770002504846,Bebidas del Valle,ISO-22000
770002504847,Industrias BioFood,HACCP
770002504848,Global Foods,ISO-14001
770002504849,Industrias BioFood,ISO-9001
770002604850,Industrias BioFood,ISO-9001
770002604851,Bebidas del Valle,ISO-22000
770002604852,Industrias BioFood,ISO-9001
770002604853,Bebidas del Valle,ISO-22000
770002604854,Industrias BioFood,ISO-22000
770002604855,Bebidas del Valle,Sin Certificación
770002604856,Global Foods,Sin Certificación
770002604857,Global Foods,Sin Certificación
770002604858,AgroProcesados,ISO-14001
770002604859,Bebidas del Valle,HACCP
770002604860,NutriAlimentos Corp,HACCP
770002604861,Industrias BioFood,HACCP
770002604862,Bebidas del Valle,Sin Certificación
770002604863,Industrias BioFood,HACCP
770002604864,NutriAlimentos Corp,ISO-9001
770002604865,Global Foods,ISO-14001
770002604866,Global Foods,ISO-22000
770002604867,AgroProcesados,ISO-9001
770002604868,AgroProcesados,HACCP
770002604869,AgroProcesados,HACCP
770002604870,NutriAlimentos Corp,ISO-14001
770002604871,NutriAlimentos Corp,ISO-9001
770002604872,AgroProcesados,ISO-14001
770002604873,Bebidas del Valle,ISO-9001
770002604874,Industrias BioFood,HACCP
770002604875,AgroProcesados,HACCP
770002604876,NutriAlimentos Corp,ISO-14001
770002604877,Bebidas del Valle,ISO-14001
770002604878,AgroProcesados,ISO-9001
770002604879,Industrias BioFood,ISO-9001
